prompt,score,room,class_prob
a photo of a kitchen,0.21962854266166687,kitchen,0.19738300785527435
the interior of a kitchen,0.20254254341125488,kitchen,0.19738300785527435
an everyday kitchen,0.22002927958965302,kitchen,0.19738300785527435
a realistic kitchen,0.18347430229187012,kitchen,0.19738300785527435
a kitchen with typical furniture,0.17142200469970703,kitchen,0.19738300785527435
a photo of a home kitchen,0.20723304152488708,kitchen,0.19738300785527435
the interior of a home kitchen,0.19567430019378662,kitchen,0.19738300785527435
an everyday home kitchen,0.20894408226013184,kitchen,0.19738300785527435
a realistic home kitchen,0.16741955280303955,kitchen,0.19738300785527435
a home kitchen with typical furniture,0.16585874557495117,kitchen,0.19738300785527435
a photo of a domestic kitchen,0.2175113409757614,kitchen,0.19738300785527435
the interior of a domestic kitchen,0.20163269340991974,kitchen,0.19738300785527435
an everyday domestic kitchen,0.22257408499717712,kitchen,0.19738300785527435
a realistic domestic kitchen,0.18203780055046082,kitchen,0.19738300785527435
a domestic kitchen with typical furniture,0.1696711927652359,kitchen,0.19738300785527435
a photo of a cooking area,0.19187888503074646,kitchen,0.19738300785527435
the interior of a cooking area,0.18502044677734375,kitchen,0.19738300785527435
an everyday cooking area,0.19652900099754333,kitchen,0.19738300785527435
a realistic cooking area,0.1796203851699829,kitchen,0.19738300785527435
a cooking area with typical furniture,0.16660436987876892,kitchen,0.19738300785527435
a photo of a galley kitchen,0.17892462015151978,kitchen,0.19738300785527435
the interior of a galley kitchen,0.18274280428886414,kitchen,0.19738300785527435
an everyday galley kitchen,0.1935349851846695,kitchen,0.19738300785527435
a realistic galley kitchen,0.1573890596628189,kitchen,0.19738300785527435
a galley kitchen with typical furniture,0.1543370932340622,kitchen,0.19738300785527435
kitchen with a bathroom sink,0.1959468424320221,kitchen,0.19738300785527435
kitchen with a kitchen sink,0.20086899399757385,kitchen,0.19738300785527435
kitchen showing a toilet seat,0.1982913762331009,kitchen,0.19738300785527435
kitchen showing a bed,0.21922548115253448,kitchen,0.19738300785527435
kitchen showing a sofa,0.20449796319007874,kitchen,0.19738300785527435
home kitchen with a bathroom sink,0.18660983443260193,kitchen,0.19738300785527435
home kitchen with a kitchen sink,0.18987610936164856,kitchen,0.19738300785527435
home kitchen showing a toilet seat,0.19210295379161835,kitchen,0.19738300785527435
home kitchen showing a bed,0.21442334353923798,kitchen,0.19738300785527435
home kitchen showing a sofa,0.2012411653995514,kitchen,0.19738300785527435
domestic kitchen with a bathroom sink,0.20024244487285614,kitchen,0.19738300785527435
domestic kitchen with a kitchen sink,0.19985702633857727,kitchen,0.19738300785527435
domestic kitchen showing a toilet seat,0.18687334656715393,kitchen,0.19738300785527435
