prompt,score,room,class_prob
a photo of a kitchen,0.22090816497802734,kitchen,0.19815661564247192
the interior of a kitchen,0.20838622748851776,kitchen,0.19815661564247192
an everyday kitchen,0.21739797294139862,kitchen,0.19815661564247192
a realistic kitchen,0.18192684650421143,kitchen,0.19815661564247192
a kitchen with typical furniture,0.18037502467632294,kitchen,0.19815661564247192
a photo of a home kitchen,0.21159426867961884,kitchen,0.19815661564247192
the interior of a home kitchen,0.20145776867866516,kitchen,0.19815661564247192
an everyday home kitchen,0.20968523621559143,kitchen,0.19815661564247192
a realistic home kitchen,0.16916091740131378,kitchen,0.19815661564247192
a home kitchen with typical furniture,0.17472241818904877,kitchen,0.19815661564247192
a photo of a domestic kitchen,0.22184710204601288,kitchen,0.19815661564247192
the interior of a domestic kitchen,0.2080199271440506,kitchen,0.19815661564247192
an everyday domestic kitchen,0.22275499999523163,kitchen,0.19815661564247192
a realistic domestic kitchen,0.18256732821464539,kitchen,0.19815661564247192
a domestic kitchen with typical furniture,0.17824625968933105,kitchen,0.19815661564247192
a photo of a cooking area,0.19888004660606384,kitchen,0.19815661564247192
the interior of a cooking area,0.19398541748523712,kitchen,0.19815661564247192
an everyday cooking area,0.198527529835701,kitchen,0.19815661564247192
a realistic cooking area,0.18138912320137024,kitchen,0.19815661564247192
a cooking area with typical furniture,0.1762237399816513,kitchen,0.19815661564247192
a photo of a galley kitchen,0.19091098010540009,kitchen,0.19815661564247192
the interior of a galley kitchen,0.19488808512687683,kitchen,0.19815661564247192
an everyday galley kitchen,0.198562353849411,kitchen,0.19815661564247192
a realistic galley kitchen,0.16304004192352295,kitchen,0.19815661564247192
a galley kitchen with typical furniture,0.16619086265563965,kitchen,0.19815661564247192
kitchen with a bathroom sink,0.20322148501873016,kitchen,0.19815661564247192
kitchen with a kitchen sink,0.20637246966362,kitchen,0.19815661564247192
kitchen showing a toilet seat,0.204802468419075,kitchen,0.19815661564247192
kitchen showing a bed,0.22691981494426727,kitchen,0.19815661564247192
kitchen showing a sofa,0.2140655815601349,kitchen,0.19815661564247192
home kitchen with a bathroom sink,0.19517749547958374,kitchen,0.19815661564247192
home kitchen with a kitchen sink,0.19675584137439728,kitchen,0.19815661564247192
home kitchen showing a toilet seat,0.20064015686511993,kitchen,0.19815661564247192
home kitchen showing a bed,0.22371578216552734,kitchen,0.19815661564247192
home kitchen showing a sofa,0.212348073720932,kitchen,0.19815661564247192
domestic kitchen with a bathroom sink,0.20725524425506592,kitchen,0.19815661564247192
domestic kitchen with a kitchen sink,0.2056981772184372,kitchen,0.19815661564247192
domestic kitchen showing a toilet seat,0.19599168002605438,kitchen,0.19815661564247192
domestic kitchen showing a bed,0.21798884868621826,kitchen,0.19815661564247192
domestic kitchen showing a sofa,0.2057449370622635,kitchen,0.19815661564247192
a microwave next to a wall in a kitchen,0.1955343782901764,kitchen,0.19815661564247192
a top-down showing brewing coffee in the galley kitchen,0.1793423593044281,kitchen,0.19815661564247192
a low angle of a dish rack in a domestic kitchen,0.20840223133563995,kitchen,0.19815661564247192
POV in the home kitchen looking at the microwave,0.24055051803588867,kitchen,0.19815661564247192
a cropped of a refrigerator in a kitchen,0.20214852690696716,kitchen,0.19815661564247192
a galley kitchen containing a oven,0.16653649508953094,kitchen,0.19815661564247192
a galley kitchen countertop showing a pantry shelves,0.15003922581672668,kitchen,0.19815661564247192
a low angle of a countertop in a cooking area,0.1946152001619339,kitchen,0.19815661564247192
a bar stools next to a wall in a kitchen,0.1830773800611496,kitchen,0.19815661564247192
a top-down of a kettle in a home kitchen,0.19280928373336792,kitchen,0.19815661564247192
the corner of a home kitchen showing a gas stove,0.16172799468040466,kitchen,0.19815661564247192
a low angle showing brewing coffee in the galley kitchen,0.19512037932872772,kitchen,0.19815661564247192
a cooking area countertop showing a kitchen sink,0.17409716546535492,kitchen,0.19815661564247192
a close-up of a dish rack in a domestic kitchen,0.17168477177619934,kitchen,0.19815661564247192
a kitchen containing a pantry shelves,0.1727454960346222,kitchen,0.19815661564247192
a close-up of a bar stools in a galley kitchen,0.16947735846042633,kitchen,0.19815661564247192
a bright daylight of a galley kitchen,0.1720907837152481,kitchen,0.19815661564247192
a top-down of a gas stove in a cooking area,0.16607359051704407,kitchen,0.19815661564247192
a cropped of a range hood in a cooking area,0.17366179823875427,kitchen,0.19815661564247192
a cropped of a oven in a home kitchen,0.20225346088409424,kitchen,0.19815661564247192
a kitchen countertop showing a knife block,0.15375865995883942,kitchen,0.19815661564247192
a home kitchen countertop showing a spice rack,0.15178771317005157,kitchen,0.19815661564247192
a top-down of a blender in a domestic kitchen,0.18815012276172638,kitchen,0.19815661564247192
a home kitchen with a spice rack,0.1659844070672989,kitchen,0.19815661564247192
a partial view showing chopping vegetables in the galley kitchen,0.16646334528923035,kitchen,0.19815661564247192
a dim lighting of a home kitchen,0.19906947016716003,kitchen,0.19815661564247192
POV in the domestic kitchen looking at the dish soap,0.23708944022655487,kitchen,0.19815661564247192
a corner of the room of a range hood in a home kitchen,0.1855708807706833,kitchen,0.19815661564247192
signs of cooking dinner in a domestic kitchen,0.18472370505332947,kitchen,0.19815661564247192
a domestic kitchen with a pots and pans,0.1860007792711258,kitchen,0.19815661564247192
a cropped of a fridge in a cooking area,0.2010727822780609,kitchen,0.19815661564247192
a low angle of a spice rack in a cooking area,0.18620623648166656,kitchen,0.19815661564247192
a close-up of a refrigerator in a kitchen,0.17811468243598938,kitchen,0.19815661564247192
the corner of a galley kitchen showing a kitchen sink,0.18695679306983948,kitchen,0.19815661564247192
a kitchen containing a paper towel holder,0.17610464990139008,kitchen,0.19815661564247192
a cool-toned light of a home kitchen,0.15644505620002747,kitchen,0.19815661564247192
a domestic kitchen containing a toaster,0.20316967368125916,kitchen,0.19815661564247192
a smartphone photo of a home kitchen,0.21336469054222107,kitchen,0.19815661564247192
the corner of a kitchen showing a microwave,0.2005728781223297,kitchen,0.19815661564247192
a close-up of a gas stove in a kitchen,0.14949850738048553,kitchen,0.19815661564247192
a close-up of a paper towel holder in a cooking area,0.14305099844932556,kitchen,0.19815661564247192
a partial view of a bar stools in a domestic kitchen,0.17798635363578796,kitchen,0.19815661564247192
a corner of the room of a fridge in a kitchen,0.2148970663547516,kitchen,0.19815661564247192
POV in the home kitchen looking at the induction cooktop,0.20848074555397034,kitchen,0.19815661564247192
signs of chopping vegetables in a galley kitchen,0.1857612133026123,kitchen,0.19815661564247192
a corner of the room of a paper towel holder in a domestic kitchen,0.18314480781555176,kitchen,0.19815661564247192
a home kitchen countertop showing a toaster,0.18873535096645355,kitchen,0.19815661564247192
the corner of a domestic kitchen showing a toaster,0.1989041417837143,kitchen,0.19815661564247192
a partial view of a paper towel holder in a domestic kitchen,0.16559341549873352,kitchen,0.19815661564247192
a cropped showing prepping food in the domestic kitchen,0.20107319951057434,kitchen,0.19815661564247192
a photo of a bathroom,0.2315673828125,bathroom,0.1965249937779107
the interior of a bathroom,0.21621254086494446,bathroom,0.1965249937779107
an everyday bathroom,0.217410609126091,bathroom,0.1965249937779107
a realistic bathroom,0.1987142711877823,bathroom,0.1965249937779107
a bathroom with typical furniture,0.20913144946098328,bathroom,0.1965249937779107
a photo of a washroom,0.21834997832775116,bathroom,0.1965249937779107
the interior of a washroom,0.20368210971355438,bathroom,0.1965249937779107
an everyday washroom,0.2056615799665451,bathroom,0.1965249937779107
a realistic washroom,0.19538463652133942,bathroom,0.1965249937779107
a washroom with typical furniture,0.18861880898475647,bathroom,0.1965249937779107
a photo of a restroom,0.20132136344909668,bathroom,0.1965249937779107
the interior of a restroom,0.19489391148090363,bathroom,0.1965249937779107
an everyday restroom,0.18947181105613708,bathroom,0.1965249937779107
a realistic restroom,0.17809569835662842,bathroom,0.1965249937779107
a restroom with typical furniture,0.19530491530895233,bathroom,0.1965249937779107
a photo of a toilet room,0.22471463680267334,bathroom,0.1965249937779107
the interior of a toilet room,0.21763820946216583,bathroom,0.1965249937779107
an everyday toilet room,0.22410356998443604,bathroom,0.1965249937779107
a realistic toilet room,0.21137559413909912,bathroom,0.1965249937779107
a toilet room with typical furniture,0.20352642238140106,bathroom,0.1965249937779107
a photo of a lavatory,0.22225713729858398,bathroom,0.1965249937779107
the interior of a lavatory,0.21575379371643066,bathroom,0.1965249937779107
an everyday lavatory,0.20726045966148376,bathroom,0.1965249937779107
