prompt,score,room,class_prob
a photo of a kitchen,0.22225742042064667,kitchen,0.19874060732815615
the interior of a kitchen,0.20316438376903534,kitchen,0.19874060732815615
an everyday kitchen,0.2185979187488556,kitchen,0.19874060732815615
a realistic kitchen,0.18772733211517334,kitchen,0.19874060732815615
a kitchen with typical furniture,0.17396405339241028,kitchen,0.19874060732815615
a photo of a home kitchen,0.2095700204372406,kitchen,0.19874060732815615
the interior of a home kitchen,0.19777542352676392,kitchen,0.19874060732815615
an everyday home kitchen,0.2084008753299713,kitchen,0.19874060732815615
a realistic home kitchen,0.17131860554218292,kitchen,0.19874060732815615
a home kitchen with typical furniture,0.16776861250400543,kitchen,0.19874060732815615
a photo of a domestic kitchen,0.22052761912345886,kitchen,0.19874060732815615
the interior of a domestic kitchen,0.20408204197883606,kitchen,0.19874060732815615
an everyday domestic kitchen,0.22461473941802979,kitchen,0.19874060732815615
a realistic domestic kitchen,0.18807293474674225,kitchen,0.19874060732815615
a domestic kitchen with typical furniture,0.17278769612312317,kitchen,0.19874060732815615
a photo of a cooking area,0.19666078686714172,kitchen,0.19874060732815615
the interior of a cooking area,0.18897917866706848,kitchen,0.19874060732815615
an everyday cooking area,0.1990656852722168,kitchen,0.19874060732815615
a realistic cooking area,0.18567661941051483,kitchen,0.19874060732815615
a cooking area with typical furniture,0.1699156016111374,kitchen,0.19874060732815615
a photo of a galley kitchen,0.18134675920009613,kitchen,0.19874060732815615
the interior of a galley kitchen,0.18277506530284882,kitchen,0.19874060732815615
an everyday galley kitchen,0.19319739937782288,kitchen,0.19874060732815615
a realistic galley kitchen,0.16252660751342773,kitchen,0.19874060732815615
a galley kitchen with typical furniture,0.15633299946784973,kitchen,0.19874060732815615
kitchen with a bathroom sink,0.19451557099819183,kitchen,0.19874060732815615
kitchen with a kitchen sink,0.20064076781272888,kitchen,0.19874060732815615
kitchen showing a toilet seat,0.20198626816272736,kitchen,0.19874060732815615
kitchen showing a bed,0.21971368789672852,kitchen,0.19874060732815615
kitchen showing a sofa,0.2025156021118164,kitchen,0.19874060732815615
home kitchen with a bathroom sink,0.18491025269031525,kitchen,0.19874060732815615
home kitchen with a kitchen sink,0.18852601945400238,kitchen,0.19874060732815615
home kitchen showing a toilet seat,0.19599570333957672,kitchen,0.19874060732815615
home kitchen showing a bed,0.21538826823234558,kitchen,0.19874060732815615
home kitchen showing a sofa,0.19904330372810364,kitchen,0.19874060732815615
domestic kitchen with a bathroom sink,0.1986103355884552,kitchen,0.19874060732815615
domestic kitchen with a kitchen sink,0.198621466755867,kitchen,0.19874060732815615
domestic kitchen showing a toilet seat,0.19196675717830658,kitchen,0.19874060732815615
domestic kitchen showing a bed,0.2107471525669098,kitchen,0.19874060732815615
domestic kitchen showing a sofa,0.1936580240726471,kitchen,0.19874060732815615
a microwave next to a wall in a kitchen,0.2029152810573578,kitchen,0.19874060732815615
