prompt,score,room,class_prob
a photo of a kitchen,0.22033748030662537,kitchen,0.19986673128347512
the interior of a kitchen,0.1904250532388687,kitchen,0.19986673128347512
an everyday kitchen,0.22480759024620056,kitchen,0.19986673128347512
a realistic kitchen,0.18833529949188232,kitchen,0.19986673128347512
a kitchen with typical furniture,0.15811194479465485,kitchen,0.19986673128347512
a photo of a home kitchen,0.20270606875419617,kitchen,0.19986673128347512
the interior of a home kitchen,0.1870494782924652,kitchen,0.19986673128347512
an everyday home kitchen,0.21019378304481506,kitchen,0.19986673128347512
a realistic home kitchen,0.17245858907699585,kitchen,0.19986673128347512
a home kitchen with typical furniture,0.15420646965503693,kitchen,0.19986673128347512
a photo of a domestic kitchen,0.21773803234100342,kitchen,0.19986673128347512
the interior of a domestic kitchen,0.19410909712314606,kitchen,0.19986673128347512
an everyday domestic kitchen,0.22943730652332306,kitchen,0.19986673128347512
a realistic domestic kitchen,0.19209100306034088,kitchen,0.19986673128347512
a domestic kitchen with typical furniture,0.16235598921775818,kitchen,0.19986673128347512
a photo of a cooking area,0.1842847764492035,kitchen,0.19986673128347512
the interior of a cooking area,0.17136885225772858,kitchen,0.19986673128347512
an everyday cooking area,0.1923365741968155,kitchen,0.19986673128347512
a realistic cooking area,0.17978866398334503,kitchen,0.19986673128347512
a cooking area with typical furniture,0.1486021876335144,kitchen,0.19986673128347512
a photo of a galley kitchen,0.18011966347694397,kitchen,0.19986673128347512
the interior of a galley kitchen,0.17533737421035767,kitchen,0.19986673128347512
an everyday galley kitchen,0.20109188556671143,kitchen,0.19986673128347512
a realistic galley kitchen,0.16867098212242126,kitchen,0.19986673128347512
a galley kitchen with typical furniture,0.14551851153373718,kitchen,0.19986673128347512
kitchen with a bathroom sink,0.18828287720680237,kitchen,0.19986673128347512
kitchen with a kitchen sink,0.19911722838878632,kitchen,0.19986673128347512
kitchen showing a toilet seat,0.20064720511436462,kitchen,0.19986673128347512
kitchen showing a bed,0.19159018993377686,kitchen,0.19986673128347512
kitchen showing a sofa,0.18756982684135437,kitchen,0.19986673128347512
home kitchen with a bathroom sink,0.18131032586097717,kitchen,0.19986673128347512
home kitchen with a kitchen sink,0.1905490607023239,kitchen,0.19986673128347512
home kitchen showing a toilet seat,0.19321365654468536,kitchen,0.19986673128347512
home kitchen showing a bed,0.18440449237823486,kitchen,0.19986673128347512
home kitchen showing a sofa,0.18132083117961884,kitchen,0.19986673128347512
domestic kitchen with a bathroom sink,0.1962265521287918,kitchen,0.19986673128347512
domestic kitchen with a kitchen sink,0.20134130120277405,kitchen,0.19986673128347512
domestic kitchen showing a toilet seat,0.19181445240974426,kitchen,0.19986673128347512
domestic kitchen showing a bed,0.1836918294429779,kitchen,0.19986673128347512
domestic kitchen showing a sofa,0.1816938817501068,kitchen,0.19986673128347512
a microwave next to a wall in a kitchen,0.18141643702983856,kitchen,0.19986673128347512
a top-down showing brewing coffee in the galley kitchen,0.1933964490890503,kitchen,0.19986673128347512
a low angle of a dish rack in a domestic kitchen,0.21176548302173615,kitchen,0.19986673128347512
POV in the home kitchen looking at the microwave,0.23422804474830627,kitchen,0.19986673128347512
a cropped of a refrigerator in a kitchen,0.1970960795879364,kitchen,0.19986673128347512
a galley kitchen containing a oven,0.16042695939540863,kitchen,0.19986673128347512
a galley kitchen countertop showing a pantry shelves,0.1441168189048767,kitchen,0.19986673128347512
a low angle of a countertop in a cooking area,0.18882419168949127,kitchen,0.19986673128347512
a bar stools next to a wall in a kitchen,0.1818697303533554,kitchen,0.19986673128347512
a top-down of a kettle in a home kitchen,0.20810222625732422,kitchen,0.19986673128347512
the corner of a home kitchen showing a gas stove,0.16906946897506714,kitchen,0.19986673128347512
a low angle showing brewing coffee in the galley kitchen,0.2009388506412506,kitchen,0.19986673128347512
a cooking area countertop showing a kitchen sink,0.16515815258026123,kitchen,0.19986673128347512
a close-up of a dish rack in a domestic kitchen,0.17714574933052063,kitchen,0.19986673128347512
a kitchen containing a pantry shelves,0.17323215305805206,kitchen,0.19986673128347512
a close-up of a bar stools in a galley kitchen,0.15559108555316925,kitchen,0.19986673128347512
a bright daylight of a galley kitchen,0.17183919250965118,kitchen,0.19986673128347512
a top-down of a gas stove in a cooking area,0.17852313816547394,kitchen,0.19986673128347512
a cropped of a range hood in a cooking area,0.1852128803730011,kitchen,0.19986673128347512
a cropped of a oven in a home kitchen,0.190694659948349,kitchen,0.19986673128347512
a kitchen countertop showing a knife block,0.15217889845371246,kitchen,0.19986673128347512
a home kitchen countertop showing a spice rack,0.14597627520561218,kitchen,0.19986673128347512
a top-down of a blender in a domestic kitchen,0.20462754368782043,kitchen,0.19986673128347512
a home kitchen with a spice rack,0.1636279970407486,kitchen,0.19986673128347512
a partial view showing chopping vegetables in the galley kitchen,0.16211827099323273,kitchen,0.19986673128347512
a dim lighting of a home kitchen,0.21239642798900604,kitchen,0.19986673128347512
POV in the domestic kitchen looking at the dish soap,0.23257417976856232,kitchen,0.19986673128347512
a corner of the room of a range hood in a home kitchen,0.18175777792930603,kitchen,0.19986673128347512
signs of cooking dinner in a domestic kitchen,0.20605973899364471,kitchen,0.19986673128347512
a domestic kitchen with a pots and pans,0.1825597882270813,kitchen,0.19986673128347512
a cropped of a fridge in a cooking area,0.19356301426887512,kitchen,0.19986673128347512
a low angle of a spice rack in a cooking area,0.19066934287548065,kitchen,0.19986673128347512
a close-up of a refrigerator in a kitchen,0.17535361647605896,kitchen,0.19986673128347512
the corner of a galley kitchen showing a kitchen sink,0.18001843988895416,kitchen,0.19986673128347512
a kitchen containing a paper towel holder,0.17599499225616455,kitchen,0.19986673128347512
a cool-toned light of a home kitchen,0.1600021868944168,kitchen,0.19986673128347512
a domestic kitchen containing a toaster,0.19869717955589294,kitchen,0.19986673128347512
a smartphone photo of a home kitchen,0.21739065647125244,kitchen,0.19986673128347512
the corner of a kitchen showing a microwave,0.1970718950033188,kitchen,0.19986673128347512
a close-up of a gas stove in a kitchen,0.15701475739479065,kitchen,0.19986673128347512
a close-up of a paper towel holder in a cooking area,0.15210168063640594,kitchen,0.19986673128347512
a partial view of a bar stools in a domestic kitchen,0.17094378173351288,kitchen,0.19986673128347512
a corner of the room of a fridge in a kitchen,0.1988486498594284,kitchen,0.19986673128347512
POV in the home kitchen looking at the induction cooktop,0.2217704951763153,kitchen,0.19986673128347512
signs of chopping vegetables in a galley kitchen,0.193905770778656,kitchen,0.19986673128347512
a corner of the room of a paper towel holder in a domestic kitchen,0.1794271171092987,kitchen,0.19986673128347512
a home kitchen countertop showing a toaster,0.17712175846099854,kitchen,0.19986673128347512
the corner of a domestic kitchen showing a toaster,0.19604745507240295,kitchen,0.19986673128347512
a partial view of a paper towel holder in a domestic kitchen,0.17622631788253784,kitchen,0.19986673128347512
a cropped showing prepping food in the domestic kitchen,0.19246125221252441,kitchen,0.19986673128347512
a photo of a bathroom,0.23111481964588165,bathroom,0.20341558000088755
the interior of a bathroom,0.19896364212036133,bathroom,0.20341558000088755
an everyday bathroom,0.22022876143455505,bathroom,0.20341558000088755
a realistic bathroom,0.19998954236507416,bathroom,0.20341558000088755
a bathroom with typical furniture,0.18310081958770752,bathroom,0.20341558000088755
a photo of a washroom,0.21386905014514923,bathroom,0.20341558000088755
the interior of a washroom,0.18963730335235596,bathroom,0.20341558000088755
an everyday washroom,0.20864704251289368,bathroom,0.20341558000088755
a realistic washroom,0.198684960603714,bathroom,0.20341558000088755
a washroom with typical furniture,0.1667618453502655,bathroom,0.20341558000088755
a photo of a restroom,0.2066556215286255,bathroom,0.20341558000088755
the interior of a restroom,0.18502429127693176,bathroom,0.20341558000088755
an everyday restroom,0.1996978223323822,bathroom,0.20341558000088755
a realistic restroom,0.18282966315746307,bathroom,0.20341558000088755
a restroom with typical furniture,0.17484715580940247,bathroom,0.20341558000088755
a photo of a toilet room,0.22068527340888977,bathroom,0.20341558000088755
the interior of a toilet room,0.1992691606283188,bathroom,0.20341558000088755
an everyday toilet room,0.22344431281089783,bathroom,0.20341558000088755
a realistic toilet room,0.20023903250694275,bathroom,0.20341558000088755
a toilet room with typical furniture,0.1793329268693924,bathroom,0.20341558000088755
a photo of a lavatory,0.21876509487628937,bathroom,0.20341558000088755
the interior of a lavatory,0.19483308494091034,bathroom,0.20341558000088755
an everyday lavatory,0.20964112877845764,bathroom,0.20341558000088755
a realistic lavatory,0.19662295281887054,bathroom,0.20341558000088755
a lavatory with typical furniture,0.17471793293952942,bathroom,0.20341558000088755
bathroom with a bathroom sink,0.19624070823192596,bathroom,0.20341558000088755
bathroom with a kitchen sink,0.19571955502033234,bathroom,0.20341558000088755
bathroom showing a toilet seat,0.20020361244678497,bathroom,0.20341558000088755
bathroom showing a bed,0.20858189463615417,bathroom,0.20341558000088755
bathroom showing a sofa,0.20020274817943573,bathroom,0.20341558000088755
washroom with a bathroom sink,0.1966005116701126,bathroom,0.20341558000088755
washroom with a kitchen sink,0.1975974142551422,bathroom,0.20341558000088755
washroom showing a toilet seat,0.1914619356393814,bathroom,0.20341558000088755
washroom showing a bed,0.20008008182048798,bathroom,0.20341558000088755
washroom showing a sofa,0.19016623497009277,bathroom,0.20341558000088755
restroom with a bathroom sink,0.18297454714775085,bathroom,0.20341558000088755
restroom with a kitchen sink,0.19126328825950623,bathroom,0.20341558000088755
restroom showing a toilet seat,0.17674976587295532,bathroom,0.20341558000088755
restroom showing a bed,0.1993904411792755,bathroom,0.20341558000088755
restroom showing a sofa,0.18677294254302979,bathroom,0.20341558000088755
signs of taking a shower in a restroom,0.1942998170852661,bathroom,0.20341558000088755
a washroom with a toothbrush,0.21451225876808167,bathroom,0.20341558000088755
a top-down showing shaving in the bathroom,0.25001615285873413,bathroom,0.20341558000088755
a partial view showing taking a shower in the toilet room,0.23197074234485626,bathroom,0.20341558000088755
a partial view of a toothpaste in a toilet room,0.19649317860603333,bathroom,0.20341558000088755
a lavatory containing a bathtub,0.1921357661485672,bathroom,0.20341558000088755
a cropped of a toothbrush in a washroom,0.20346811413764954,bathroom,0.20341558000088755
a close-up of a bath mat in a toilet room,0.16143886744976044,bathroom,0.20341558000088755
the corner of a lavatory showing a toilet seat,0.18831776082515717,bathroom,0.20341558000088755
a corner of the room of a shower curtain in a restroom,0.18384292721748352,bathroom,0.20341558000088755
the corner of a restroom showing a hair dryer,0.1959979385137558,bathroom,0.20341558000088755
a restroom with a towel rack,0.19322344660758972,bathroom,0.20341558000088755
a top-down of a mirror in a lavatory,0.2171638011932373,bathroom,0.20341558000088755
a top-down showing applying makeup in the bathroom,0.23550069332122803,bathroom,0.20341558000088755
a cropped of a bathroom sink in a bathroom,0.18895336985588074,bathroom,0.20341558000088755
POV in the restroom looking at the toilet paper holder,0.22237953543663025,bathroom,0.20341558000088755
a partial view showing shaving in the washroom,0.24002918601036072,bathroom,0.20341558000088755
a low angle of a bathroom sink in a lavatory,0.19460716843605042,bathroom,0.20341558000088755
a lavatory with a soap dispenser,0.18226666748523712,bathroom,0.20341558000088755
a toilet room where someone is brushing teeth,0.21119019389152527,bathroom,0.20341558000088755
a cropped of a soap dispenser in a bathroom,0.18269772827625275,bathroom,0.20341558000088755
a low angle showing washing hands in the washroom,0.21154406666755676,bathroom,0.20341558000088755
a close-up of a bath mat in a bathroom,0.16634538769721985,bathroom,0.20341558000088755
POV in the lavatory looking at the toilet,0.2272406816482544,bathroom,0.20341558000088755
a corner of the room of a bath mat in a washroom,0.17927929759025574,bathroom,0.20341558000088755
a cropped of a toothbrush in a bathroom,0.21063825488090515,bathroom,0.20341558000088755
a close-up of a toilet seat in a washroom,0.170203298330307,bathroom,0.20341558000088755
a top-down of a mirror in a toilet room,0.21622908115386963,bathroom,0.20341558000088755
a corner of the room showing shaving in the washroom,0.22912316024303436,bathroom,0.20341558000088755
a washroom containing a bathtub,0.18129582703113556,bathroom,0.20341558000088755
a corner of the room of a toothbrush in a restroom,0.17403998970985413,bathroom,0.20341558000088755
the corner of a restroom showing a shower curtain,0.18697163462638855,bathroom,0.20341558000088755
a cropped of a shower curtain in a bathroom,0.219563290476799,bathroom,0.20341558000088755
a top-down of a bathroom,0.21191033720970154,bathroom,0.20341558000088755
POV in the restroom looking at the bathroom sink,0.21337716281414032,bathroom,0.20341558000088755
a low angle of a bath mat in a restroom,0.17096702754497528,bathroom,0.20341558000088755
a low angle of a razor in a toilet room,0.19783425331115723,bathroom,0.20341558000088755
POV in the restroom looking at the shower,0.22561879456043243,bathroom,0.20341558000088755
a top-down showing taking a shower in the washroom,0.2424486130475998,bathroom,0.20341558000088755
a top-down of a medicine cabinet in a toilet room,0.198589488863945,bathroom,0.20341558000088755
a corner of the room showing washing hands in the toilet room,0.18192832171916962,bathroom,0.20341558000088755
a close-up of a washroom,0.1899493783712387,bathroom,0.20341558000088755
a top-down of a toothpaste in a washroom,0.20339787006378174,bathroom,0.20341558000088755
POV in the toilet room looking at the toothbrush,0.23294737935066223,bathroom,0.20341558000088755
a cropped showing using the toilet in the restroom,0.2364732027053833,bathroom,0.20341558000088755
a toilet room containing a toilet paper holder,0.1989981234073639,bathroom,0.20341558000088755
a top-down showing taking a shower in the restroom,0.2241712510585785,bathroom,0.20341558000088755
the corner of a lavatory showing a shower,0.20739492774009705,bathroom,0.20341558000088755
a close-up of a shower curtain in a bathroom,0.20273470878601074,bathroom,0.20341558000088755
POV in the washroom looking at the razor,0.22083346545696259,bathroom,0.20341558000088755
a photo of a living room,0.2126423567533493,living room,0.20016598150612203
the interior of a living room,0.18308217823505402,living room,0.20016598150612203
an everyday living room,0.20363911986351013,living room,0.20016598150612203
a realistic living room,0.17316512763500214,living room,0.20016598150612203
a living room with typical furniture,0.15248307585716248,living room,0.20016598150612203
a photo of a lounge,0.2125120609998703,living room,0.20016598150612203
the interior of a lounge,0.18541981279850006,living room,0.20016598150612203
an everyday lounge,0.214401513338089,living room,0.20016598150612203
a realistic lounge,0.19318100810050964,living room,0.20016598150612203
a lounge with typical furniture,0.15917503833770752,living room,0.20016598150612203
a photo of a sitting room,0.19215235114097595,living room,0.20016598150612203
the interior of a sitting room,0.16823183000087738,living room,0.20016598150612203
an everyday sitting room,0.18709830939769745,living room,0.20016598150612203
a realistic sitting room,0.1671486496925354,living room,0.20016598150612203
a sitting room with typical furniture,0.13940784335136414,living room,0.20016598150612203
a photo of a family room,0.18763896822929382,living room,0.20016598150612203
the interior of a family room,0.16558514535427094,living room,0.20016598150612203
an everyday family room,0.19200830161571503,living room,0.20016598150612203
a realistic family room,0.1621403992176056,living room,0.20016598150612203
a family room with typical furniture,0.14033637940883636,living room,0.20016598150612203
a photo of a living area,0.20653566718101501,living room,0.20016598150612203
the interior of a living area,0.1789664328098297,living room,0.20016598150612203
an everyday living area,0.20464468002319336,living room,0.20016598150612203
