prompt,score,room,class_prob
a photo of a kitchen,0.2218545377254486,kitchen,0.20096476012797854
the interior of a kitchen,0.18891015648841858,kitchen,0.20096476012797854
an everyday kitchen,0.22479400038719177,kitchen,0.20096476012797854
a realistic kitchen,0.18720999360084534,kitchen,0.20096476012797854
a kitchen with typical furniture,0.15239696204662323,kitchen,0.20096476012797854
a photo of a home kitchen,0.2001769244670868,kitchen,0.20096476012797854
the interior of a home kitchen,0.18345940113067627,kitchen,0.20096476012797854
an everyday home kitchen,0.20876078307628632,kitchen,0.20096476012797854
a realistic home kitchen,0.16959908604621887,kitchen,0.20096476012797854
a home kitchen with typical furniture,0.14752623438835144,kitchen,0.20096476012797854
a photo of a domestic kitchen,0.2174716740846634,kitchen,0.20096476012797854
the interior of a domestic kitchen,0.19139812886714935,kitchen,0.20096476012797854
an everyday domestic kitchen,0.23170018196105957,kitchen,0.20096476012797854
a realistic domestic kitchen,0.18963408470153809,kitchen,0.20096476012797854
a domestic kitchen with typical furniture,0.15630532801151276,kitchen,0.20096476012797854
a photo of a cooking area,0.18165141344070435,kitchen,0.20096476012797854
the interior of a cooking area,0.16883739829063416,kitchen,0.20096476012797854
an everyday cooking area,0.19042256474494934,kitchen,0.20096476012797854
a realistic cooking area,0.17648561298847198,kitchen,0.20096476012797854
a cooking area with typical furniture,0.14234678447246552,kitchen,0.20096476012797854
a photo of a galley kitchen,0.17385630309581757,kitchen,0.20096476012797854
the interior of a galley kitchen,0.17062883079051971,kitchen,0.20096476012797854
an everyday galley kitchen,0.19547049701213837,kitchen,0.20096476012797854
a realistic galley kitchen,0.16331379115581512,kitchen,0.20096476012797854
a galley kitchen with typical furniture,0.13575652241706848,kitchen,0.20096476012797854
kitchen with a bathroom sink,0.18697898089885712,kitchen,0.20096476012797854
kitchen with a kitchen sink,0.2010205090045929,kitchen,0.20096476012797854
kitchen showing a toilet seat,0.195757195353508,kitchen,0.20096476012797854
kitchen showing a bed,0.18665811419487,kitchen,0.20096476012797854
kitchen showing a sofa,0.18753299117088318,kitchen,0.20096476012797854
home kitchen with a bathroom sink,0.1795727163553238,kitchen,0.20096476012797854
home kitchen with a kitchen sink,0.19220297038555145,kitchen,0.20096476012797854
home kitchen showing a toilet seat,0.188017338514328,kitchen,0.20096476012797854
home kitchen showing a bed,0.17953293025493622,kitchen,0.20096476012797854
home kitchen showing a sofa,0.1810893714427948,kitchen,0.20096476012797854
domestic kitchen with a bathroom sink,0.19511093199253082,kitchen,0.20096476012797854
domestic kitchen with a kitchen sink,0.20276756584644318,kitchen,0.20096476012797854
domestic kitchen showing a toilet seat,0.18570181727409363,kitchen,0.20096476012797854
domestic kitchen showing a bed,0.17655763030052185,kitchen,0.20096476012797854
domestic kitchen showing a sofa,0.18028298020362854,kitchen,0.20096476012797854
a microwave next to a wall in a kitchen,0.1785888373851776,kitchen,0.20096476012797854
a top-down showing brewing coffee in the galley kitchen,0.17412570118904114,kitchen,0.20096476012797854
a low angle of a dish rack in a domestic kitchen,0.208719402551651,kitchen,0.20096476012797854
POV in the home kitchen looking at the microwave,0.23565718531608582,kitchen,0.20096476012797854
a cropped of a refrigerator in a kitchen,0.19959910213947296,kitchen,0.20096476012797854
a galley kitchen containing a oven,0.1548127830028534,kitchen,0.20096476012797854
a galley kitchen countertop showing a pantry shelves,0.1325855702161789,kitchen,0.20096476012797854
a low angle of a countertop in a cooking area,0.1861751824617386,kitchen,0.20096476012797854
a bar stools next to a wall in a kitchen,0.17069227993488312,kitchen,0.20096476012797854
a top-down of a kettle in a home kitchen,0.1943914294242859,kitchen,0.20096476012797854
the corner of a home kitchen showing a gas stove,0.16069364547729492,kitchen,0.20096476012797854
a low angle showing brewing coffee in the galley kitchen,0.18469002842903137,kitchen,0.20096476012797854
a cooking area countertop showing a kitchen sink,0.16204990446567535,kitchen,0.20096476012797854
a close-up of a dish rack in a domestic kitchen,0.17718811333179474,kitchen,0.20096476012797854
a kitchen containing a pantry shelves,0.1652989685535431,kitchen,0.20096476012797854
a close-up of a bar stools in a galley kitchen,0.1434618979692459,kitchen,0.20096476012797854
a bright daylight of a galley kitchen,0.1614300161600113,kitchen,0.20096476012797854
a top-down of a gas stove in a cooking area,0.1692410409450531,kitchen,0.20096476012797854
a cropped of a range hood in a cooking area,0.17927810549736023,kitchen,0.20096476012797854
a cropped of a oven in a home kitchen,0.19064447283744812,kitchen,0.20096476012797854
a kitchen countertop showing a knife block,0.14238938689231873,kitchen,0.20096476012797854
a home kitchen countertop showing a spice rack,0.138665109872818,kitchen,0.20096476012797854
a top-down of a blender in a domestic kitchen,0.19912202656269073,kitchen,0.20096476012797854
a home kitchen with a spice rack,0.15660402178764343,kitchen,0.20096476012797854
a partial view showing chopping vegetables in the galley kitchen,0.1516650915145874,kitchen,0.20096476012797854
a dim lighting of a home kitchen,0.2148400992155075,kitchen,0.20096476012797854
POV in the domestic kitchen looking at the dish soap,0.2352190911769867,kitchen,0.20096476012797854
