prompt,score,room,class_prob
a photo of a kitchen,0.22070221602916718,kitchen,0.20150621032506455
the interior of a kitchen,0.1910230666399002,kitchen,0.20150621032506455
an everyday kitchen,0.2269572764635086,kitchen,0.20150621032506455
a realistic kitchen,0.18418553471565247,kitchen,0.20150621032506455
a kitchen with typical furniture,0.15235114097595215,kitchen,0.20150621032506455
a photo of a home kitchen,0.2013276368379593,kitchen,0.20150621032506455
the interior of a home kitchen,0.1861499845981598,kitchen,0.20150621032506455
an everyday home kitchen,0.21059994399547577,kitchen,0.20150621032506455
a realistic home kitchen,0.16760559380054474,kitchen,0.20150621032506455
a home kitchen with typical furniture,0.14803306758403778,kitchen,0.20150621032506455
a photo of a domestic kitchen,0.2172061949968338,kitchen,0.20150621032506455
the interior of a domestic kitchen,0.1923590451478958,kitchen,0.20150621032506455
an everyday domestic kitchen,0.23090174794197083,kitchen,0.20150621032506455
a realistic domestic kitchen,0.18625056743621826,kitchen,0.20150621032506455
a domestic kitchen with typical furniture,0.15556257963180542,kitchen,0.20150621032506455
a photo of a cooking area,0.18087871372699738,kitchen,0.20150621032506455
the interior of a cooking area,0.16928446292877197,kitchen,0.20150621032506455
an everyday cooking area,0.1921088695526123,kitchen,0.20150621032506455
a realistic cooking area,0.17429807782173157,kitchen,0.20150621032506455
a cooking area with typical furniture,0.1423315554857254,kitchen,0.20150621032506455
a photo of a galley kitchen,0.17291715741157532,kitchen,0.20150621032506455
the interior of a galley kitchen,0.17069317400455475,kitchen,0.20150621032506455
an everyday galley kitchen,0.1959308683872223,kitchen,0.20150621032506455
a realistic galley kitchen,0.1597074270248413,kitchen,0.20150621032506455
a galley kitchen with typical furniture,0.13543441891670227,kitchen,0.20150621032506455
kitchen with a bathroom sink,0.18846769630908966,kitchen,0.20150621032506455
kitchen with a kitchen sink,0.2022089958190918,kitchen,0.20150621032506455
kitchen showing a toilet seat,0.19839946925640106,kitchen,0.20150621032506455
kitchen showing a bed,0.1887822449207306,kitchen,0.20150621032506455
kitchen showing a sofa,0.18810373544692993,kitchen,0.20150621032506455
home kitchen with a bathroom sink,0.1803933084011078,kitchen,0.20150621032506455
home kitchen with a kitchen sink,0.19257104396820068,kitchen,0.20150621032506455
home kitchen showing a toilet seat,0.19106313586235046,kitchen,0.20150621032506455
home kitchen showing a bed,0.1816311627626419,kitchen,0.20150621032506455
home kitchen showing a sofa,0.18156234920024872,kitchen,0.20150621032506455
domestic kitchen with a bathroom sink,0.1960361897945404,kitchen,0.20150621032506455
domestic kitchen with a kitchen sink,0.20255997776985168,kitchen,0.20150621032506455
domestic kitchen showing a toilet seat,0.1868056356906891,kitchen,0.20150621032506455
domestic kitchen showing a bed,0.17711839079856873,kitchen,0.20150621032506455
domestic kitchen showing a sofa,0.17862461507320404,kitchen,0.20150621032506455
a microwave next to a wall in a kitchen,0.17759311199188232,kitchen,0.20150621032506455
a top-down showing brewing coffee in the galley kitchen,0.1756909191608429,kitchen,0.20150621032506455
a low angle of a dish rack in a domestic kitchen,0.2075694501399994,kitchen,0.20150621032506455
POV in the home kitchen looking at the microwave,0.23481571674346924,kitchen,0.20150621032506455
a cropped of a refrigerator in a kitchen,0.1986713707447052,kitchen,0.20150621032506455
a galley kitchen containing a oven,0.15258559584617615,kitchen,0.20150621032506455
a galley kitchen countertop showing a pantry shelves,0.13172009587287903,kitchen,0.20150621032506455
a low angle of a countertop in a cooking area,0.18742497265338898,kitchen,0.20150621032506455
a bar stools next to a wall in a kitchen,0.17412403225898743,kitchen,0.20150621032506455
a top-down of a kettle in a home kitchen,0.19637741148471832,kitchen,0.20150621032506455
the corner of a home kitchen showing a gas stove,0.16011585295200348,kitchen,0.20150621032506455
a low angle showing brewing coffee in the galley kitchen,0.19177524745464325,kitchen,0.20150621032506455
a cooking area countertop showing a kitchen sink,0.16320852935314178,kitchen,0.20150621032506455
a close-up of a dish rack in a domestic kitchen,0.17594081163406372,kitchen,0.20150621032506455
a kitchen containing a pantry shelves,0.16390220820903778,kitchen,0.20150621032506455
a close-up of a bar stools in a galley kitchen,0.14417941868305206,kitchen,0.20150621032506455
a bright daylight of a galley kitchen,0.1613447368144989,kitchen,0.20150621032506455
a top-down of a gas stove in a cooking area,0.16636358201503754,kitchen,0.20150621032506455
a cropped of a range hood in a cooking area,0.17581124603748322,kitchen,0.20150621032506455
a cropped of a oven in a home kitchen,0.18757453560829163,kitchen,0.20150621032506455
a kitchen countertop showing a knife block,0.14726045727729797,kitchen,0.20150621032506455
a home kitchen countertop showing a spice rack,0.1428575962781906,kitchen,0.20150621032506455
a top-down of a blender in a domestic kitchen,0.19933918118476868,kitchen,0.20150621032506455
